10.48550/arxiv.2403.06667	Data Structures and Algorithms (cs.DS)	Combinatorics (math.CO)	FOS: Computer and information sciences	FOS: Computer and information sciences	FOS: Mathematics	FOS: Mathematics
10.4230/lipics.cpm.2017.22	tandem repeats	distinct squares	counting algorithms
10.4230/lipics.esa.2020.32	2D-run	quartic	run	square	Theory of computation → Pattern matching
10.4230/lipics.icalp.2021.63	String algorithms	Lyndon array	runs	squares	longest common extension	general ordered alphabets	combinatorics on words	Theory of computation → Design and analysis of algorithms
10.48550/arxiv.2007.08179	Data Structures and Algorithms (cs.DS)	FOS: Computer and information sciences	FOS: Computer and information sciences
10.48550/arxiv.2311.15511	Combinatorics (math.CO)	Data Structures and Algorithms (cs.DS)	FOS: Mathematics	FOS: Mathematics	FOS: Computer and information sciences	FOS: Computer and information sciences
10.4230/lipics.cpm.2018.7	Lempel-Ziv 1977	Matching Statistics	Run-Length Compressed Burrows-Wheeler Transform	Theory of computation → Data compression
10.4230/lipics.esa.2017.53	LZ-End	LZ77	construction algorithm	linear time
10.4230/lipics.wabi.2017.4	overabundant words	avoided words	suffix tree	DNA sequence analysis
10.4230/lipics.wabi.2017.18	de Bruijn graph	succinct data structures	rank and select operation	colored de Bruijn graph
10.4230/lipics.esa.2017.67	Grammar compression	fully-online algorithm	succinct data structure
10.4230/lipics.isaac.2017.33	maximal repetitions	run length encoding
10.4230/lipics.isaac.2017.57	Succinct data structures	Self-indexes	Suffix arrays	Deterministic construction
10.4230/lipics.stacs.2018.37	random binary search tree	buffer	average depth	concurrent data structures
10.4230/lipics.stacs.2018.46	Lempel-Ziv	LZ77 encoding	greedy LZ77	bit optimal LZ77
10.4230/lipics.stacs.2018.48	longest common prefix	context-free languages	combinatorics on words
10.4230/lipics.stacs.2013.245	Abelian period	greatest common divisor
10.4230/lipics.stacs.2018.44	longest increasing subsequence	patience sorting	space-efficient algorithm
10.4230/lipics.stacs.2018.54	finite automaton	nested-word automaton	decision procedure	palindrome	additive number theory
10.4230/lipics.stacs.2018.52	Oblivious RAM	Succinct data structure	Balls-into-bins
10.4230/lipics.swat.2018.17	Succinct Data Structures	Range Searching	Computational Geometry
10.4230/lipics.cpm.2017.5	succinct data structures	integer functions	range queries	trees and permutations
10.4230/lipics.cpm.2018.1	algorithms	string comparison	longest common subsequence	constrained longest common subsequence
10.4230/lipics.cpm.2018.3	Lossless data compression	BWT	Tunneling
10.4230/lipics.cpm.2018.2	Order-preserving pattern matching	Indeterminate string analysis	Generic pattern matching	Satisfiability
10.4230/lipics.cpm.2018.15	squares	subsequences	matching rectangles	dynamic programming
10.4230/lipics.cpm.2018.16	top trees	compression	tree grammars
10.4230/lipics.cpm.2018.24	Lyndon word	Lyndon factorization	Straight line program
10.4230/lipics.icalp.2018.45	tree edit distance	dynamic programming	heavy light decomposition
10.4230/lipics.isaac.2016.12	Pattern matching	Dictionary matching	3SUM	Triangle reporting
10.4230/lipics.stacs.2013.400	Pattern matching	streaming algorithms	randomized algorithms
10.4230/lipics.esa.2018.25	dynamic data structures	range query	range mode	range least frequent	range k-frequency
10.4230/lipics.esa.2018.38	Data Structures	Binary Search Trees	Adaptive Alphabetic Coding
10.4230/lipics.esa.2018.45	String Matching	Decision Tree Complexity	Boolean Function	Algebraic Method
10.4230/lipics.esa.2018.52	Dictionary compression	String attractors	Set cover
10.4230/lipics.esa.2018.4	Sorting algorithms	Merge sorting algorithms	TimSort	Analysis of algorithms
10.4230/lipics.wabi.2018.3	BWT	LCP Array	SNPs	Reference-free	Assembly-free
10.4230/lipics.esa.2018.63	adaptive sorting	nearly-optimal binary search trees	Timsort
10.4230/lipics.wabi.2018.10	Burrows-Wheeler Transform	Longest Common Prefix Array	All pairs suffix-prefix overlaps	Succinct de Bruijn graph	Maximal repeats
10.4230/lipics.wabi.2018.12	Optical mapping	index based data structures	FM-index	graph algorithms
10.4230/lipics.wabi.2018.15	Pan-genome indexing	founder reconstruction	dynamic programming	positional Burrows-Wheeler transform	range minimum query
10.4230/lipics.wabi.2018.20	Variable-Number Tandem Repeats	Copy number	Bacterial genomics
10.4230/lipics.wabi.2018.22	Intra-tumor heterogeneity	tumor evolution	multi-labeled tree	tree edit distance	dynamic programming
10.4230/lipics.mfcs.2018.66	Dictionary look-up	Hamming distance	compact data structures
10.4230/lipics.isaac.2017.44	data structures	space efficiency	constant-time initialization	on-the-fly initialization	arrays
10.4230/lipics.mfcs.2018.65	space efficiency	succinct c-ary memory	dynamic graph representation
10.4230/lipics.isaac.2018.68	Majorities on Trees	Succinct data structures
10.4230/lipics.isaac.2018.69	Encoding model	top-k query	range minimum query
10.4230/lipics.isaac.2018.55	binary search trees	dynamic optimality	finger search	k-server
10.4230/lipics.itcs.2019.11	Property Testing	Local Properties	Monotonicity Testing	Hypergrid	Pattern Matching
10.4230/lipics.stacs.2019.30	sequences	alternating runs	patterns in permutations	Theory of computation → Design and analysis of algorithms	Theory of computation → Data structures design and analysis
10.4230/lipics.cpm.2019.1	periodicity	pattern matching	Hamming distance	Theory of computation → Pattern matching
10.4230/lipics.cpm.2019.3	comparative genomics	syntenic blocks	gene clusters	reconciliation of gene and species trees	Applied computing → Computational biology
10.4230/lipics.cpm.2019.4	Rank	Select	Dictionary compression	String Attractors	Theory of computation → Data compression	Theory of computation → Cell probe models and lower bounds
10.4230/lipics.cpm.2019.6	off-the-shelf indexing algorithms	general matching relations	weaker sufficient conditions for indexing	Theory of computation → Pattern matching
10.4230/lipics.cpm.2019.7	Burrows-Wheeler Transform	LCP array	DNA reads	Theory of computation → Data structures design and analysis	Theory of computation → Data compression
10.4230/lipics.cpm.2019.9	Burrows-Wheeler Transform	Lempel-Ziv Parsing	Lossless Data Compression	Theory of computation → Data compression
10.4230/lipics.cpm.2019.10	BWT	suffix tree	CDAWG	de Bruijn graph	maximal repeat	string depth	contraction	bidirectional index	Theory of computation → Data structures design and analysis	Theory of computation → Design and analysis of algorithms
10.4230/lipics.cpm.2019.20	Colourful component	colourful partition	tree	treewidth	vertex cover	Mathematics of computing → Graph theory
10.4230/lipics.cpm.2019.5	Maximal strip recovery	complementary maximal strip recovery	computational genomics	approximation algorithm	local search	Theory of computation → Design and analysis of algorithms
10.4230/lipics.cpm.2019.26	Overlap graph	de Bruijn graph	DNA sequencing	Succinct ordinal trees	Applied computing → Computational biology	Information systems → Data compression
10.4230/lipics.stacs.2018.38	order-preserving pattern matching	period	efficient algorithm
10.4230/lipics.cpm.2019.16	Cartesian tree matching	Pattern matching	Indexing	Parent-distance representation	Theory of computation → Pattern matching
10.4230/lipics.cpm.2019.28	Tree rearrangement distance	Cancer progression	Approximation algorithms	Computational complexity	Mathematics of computing → Trees	Mathematics of computing → Graph theory
10.4230/lipics.cpm.2019.31	Longest repeated substring	longest repeated reversed substring	streaming algorithm	Karp	Rabin fingerprint	suffix tree	Theory of computation → Streaming, sublinear and near linear time algorithms
10.4230/lipics.cpm.2019.13	multiple pattern matching	compressed space	Aho--Corasick automaton	Theory of computation → Pattern matching
10.4230/lipics.cpm.2019.19	dichotomic selection	text algorithms	analysis of algorithms	average case analysis of algorithms	trie	suffix array	lcp-array	information theory	numeration process	sources	entropy	coincidence	analytic combinatorics	depoissonization techniques	Theory of computation → Data structures design and analysis	Theory of computation → Randomness, geometry and discrete structures	Theory of computation → Sorting and searching	Theory of computation → Pattern matching	Mathematics of computing → Combinatorics on words	Mathematics of computing → Discrete mathematics
10.4230/lipics.cpm.2019.23	runs	Lyndon words	Mathematics of computing → Combinatorial algorithms	Mathematics of computing → Combinatorics on words
10.4230/lipics.cpm.2019.32	antiperiod	antipower	power	period	repetition	run	string	Mathematics of computing → Combinatorial algorithms
10.4230/lipics.cpm.2016.27	Squares	Runs	Factorization of Strings
10.4230/lipics.stacs.2017.45	Lempel-Ziv factorization	Lempel-Ziv parsing	LZ	Lyndon word	Lyndon factorization	Standard factorization
10.4230/lipics.cpm.2019.29	Lyndon factorization	Lyndon words	Lempel-Ziv factorization	Mathematics of computing → Combinatorics on words
10.4230/lipics.cpm.2019.8	RNA secondary structure	RNA folding	Safe solution	Safe and complete algorithm	Counting problem	Theory of computation → Dynamic programming	Applied computing → Life and medical sciences	Applied computing → Molecular structural biology	Theory of computation → Design and analysis of algorithms
10.4230/lipics.mfcs.2016.38	string algorithms	DAWGs	suffix trees	minimal absent words
10.4230/lipics.cpm.2019.30	Indexing structure	Linear-size suffix trie	Online algorithm	Pattern Matching	Theory of computation → Data structures design and analysis	Theory of computation → Pattern matching
10.4230/lipics.icalp.2019.95	Order queries	word RAM	lower bounds	Theory of computation → Data structures design and analysis
10.4230/lipics.cpm.2016.26	parallel algorithms	pattern matching	approximate string matching
10.4230/lipics.cpm.2018.12	maximal palindromes	edit operations	periodicity	suffix trees
10.4230/lipics.cpm.2016.21	Randomised algorithms	string similarity measures	longest common substring	sketching	locality-sensitive hashing
10.4230/lipics.esa.2019.41	text compression	bidirectional parsing	text decompression	external algorithms	Theory of computation → Data compression
10.4230/lipics.stacs.2019.24	Retrieval	Hashing	Succinct Data Structure	Randomised Data Structure	Structured Gaussian Elimination	Method of Four Russians	Theory of computation → Data structures design and analysis
10.4230/lipics.swat.2016.12	closest string	PTAS	efficient PTAS
10.4230/lipics.isaac.2019.4	pattern matching	tree compression	top trees	pointer machine	Theory of computation → Design and analysis of algorithms
10.4230/lipics.esa.2016.44	wildcards	don't-cares	streaming pattern matching	fingerprints
10.4230/lipics.cpm.2017.13	approximate pattern matching	edit distance	randomised algorithms	streaming algorithms	communication complexity
10.4230/lipics.isaac.2019.40	generic words	suffix trees	string processing algorithms	Mathematics of computing → Combinatorial algorithms	Mathematics of computing → Combinatorics on words
10.4230/lipics.isaac.2019.57	data structures	approximate range query	range mode	range median	Theory of computation → Data structures design and analysis
10.4230/lipics.stacs.2016.23	External memory	priority search tree	3-sided range reporting	top-k queries
10.4230/lipics.stacs.2020.10	string indexing	compression	pattern matching	Theory of computation → Design and analysis of algorithms
10.4230/lipics.cpm.2019.11	compression	empirical entropy	parsing	lower bounds	Theory of computation → Data compression
10.4230/lipics.fsttcs.2016.35	Tree grammars	Grammar compression	LZ77	SLP	Tree compression
10.4230/lipics.stacs.2020.22	succinct data structures	labeled tree	ordered tree	entropy	tree entropy	Theory of computation → Design and analysis of algorithms
10.4230/lipics.stacs.2020.18	pattern matching	superimposed codes	conditional lower bounds	Theory of computation → Pattern matching
10.4230/lipics.stacs.2020.30	discrete acyclic convolutions	string-cadences	geometric algorithms	number theoretic transforms	Mathematics of computing → Combinatorial algorithms	Mathematics of computing → Combinatorics on words	Theory of computation → Computational geometry	Computing methodologies → Number theory algorithms
10.4230/lipics.stacs.2020.41	longest common increasing subsequence	log-shaving	matching pairs	Theory of computation → Design and analysis of algorithms
10.4230/lipics.sea.2020.3	Compressed Text Indexing	Theory of computation → Data compression	Theory of computation → Sorting and searching	Theory of computation → Pattern matching
10.4230/lipics.sea.2020.7	compact hashing	hash table	separate chaining	Theory of computation → Sorting and searching
10.4230/lipics.sea.2020.12	property testing	suffix tree	pattern mining	Theory of computation → Design and analysis of algorithms
10.4230/lipics.sea.2020.13	String matching algorithm	text processing	Theory of computation → Pattern matching
10.4230/lipics.cpm.2020.1	paths	exterior algebra	wedge product	color-coding	parameterized complexity	Theory of computation → Fixed parameter tractability	Mathematics of computing → Paths and connectivity problems	Mathematics of computing → Graph algorithms
10.4230/lipics.cpm.2020.2	Anticover	String algorithms	Stringology	NP-complete	Mathematics of computing → Combinatorics on words
10.4230/lipics.sea.2020.25	Segment Trees	Dynamic Segment Trees	Zip Trees	Data Structures	Theory of computation → Sorting and searching	Information systems → Point lookups
10.4230/lipics.cpm.2020.4	pattern matching	document retrieval	category tree	space-efficient data structures	Theory of computation → Pattern matching	Information systems → Document representation	Information systems → Information retrieval query processing	Theory of computation → Data structures design and analysis
10.4230/lipics.cpm.2020.6	Tree distance	Cancer progression	Approximation algorithms	Fine-grained complexity	Theory of computation → Design and analysis of algorithms	Theory of computation → Approximation algorithms analysis	Theory of computation → Problems, reductions and completeness
10.4230/lipics.cpm.2020.7	String algorithms	data sanitization	edit distance	dynamic programming	conditional lower bound	Theory of computation → Pattern matching
10.4230/lipics.cpm.2020.11	edit distance	tree reconstruction	information propagation	chain letters	Mathematics of computing → Combinatorial algorithms	Applied computing → Law, social and behavioral sciences
10.4230/lipics.cpm.2019.25	longest common factor	circular pattern matching	internal pattern matching	intersection of hyperrectangles	Theory of computation → Pattern matching
10.4230/lipics.cpm.2020.12	string algorithms	pattern matching	bit parallelism	subsequences	cadences	Mathematics of computing → Combinatorial algorithms
10.4230/lipics.cpm.2016.28	minimal suffix	minimal rotation	Lyndon factorization	substring canon- ization	substring queries
10.4230/lipics.cpm.2019.27	palindromes	string algorithm	periodicity	Mathematics of computing → Combinatorial algorithms
10.4230/lipics.cpm.2020.10	combinatorics on words	Levenshtein distance	edit distance	Theory of computation → Pattern matching
10.4230/lipics.cpm.2020.17	NP-hard problem	fixed-parameter algorithms	collision-aware string partitioning	Theory of computation → Parameterized complexity and exact algorithms	Theory of computation → Pattern matching
10.4230/lipics.cpm.2019.21	Streaming	multiple pattern matching	Hamming distance	Theory of computation → Pattern matching
10.4230/lipics.cpm.2020.20	fixed-parameter tractability	consensus string problems	Closest String	Closest String with Wildcards	Theory of computation → Parameterized complexity and exact algorithms	Theory of computation → Pattern matching
10.4230/lipics.esa.2017.41	multi-pattern	dictionary	streaming pattern matching	fingerprints
10.4230/lipics.cpm.2020.15	Streaming pattern matching	Hamming distance	k-mismatch	Theory of computation → Pattern matching
10.4230/lipics.cpm.2020.22	Computational genomics	cancer genomics	copy number profiles	NP-hardness	approximation algorithms	FPT algorithms	Theory of computation
10.4230/lipics.cpm.2017.25	periodicity	quasi-periodicity	cover	approximate cover	data recovery
10.4230/lipics.cpm.2017.26	periodicity	quasi-periodicity	cover	approximate cover
10.4230/lipics.cpm.2020.13	Data Structures	Suffix Trees	String Algorithms	Compression	Burrows - Wheeler transform	FM-Index	Theory of computation → Data structures design and analysis
10.4230/lipics.cpm.2020.16	approximation algorithms	string similarity	LSH	conditional lower bounds	Theory of computation → Pattern matching
10.4230/lipics.cpm.2020.26	parameterized matching	suffix trees	DAWGs	suffix automata	Theory of computation → Pattern matching
10.4230/lipics.cpm.2020.28	consensus string problems	time series averaging	minimum 1-separated sum	sparse strings	Theory of computation → Dynamic programming	Theory of computation → Pattern matching
10.4230/lipics.cpm.2020.23	Orthogonal Range Search	Succinct Data Structure	Suffix Array	Theory of computation → Models of computation
10.4230/lipics.cpm.2019.18	Maximal repeats	Combinatorics on compressed strings	LZ77	Compact suffix automata	CDAWGs	Mathematics of computing → Combinatorics on words	Mathematics of computing → Combinatoric problems
10.4230/lipics.cpm.2020.18	approximate cover	approximate seed	enhanced cover	Hamming distance	edit distance	Theory of computation → Pattern matching
10.4230/lipics.cpm.2020.29	Approximate Pattern Matching	𝓁₂ Distance	𝓁₁ Distance	Hamming Distance	Approximation Algorithms	Combinatorial Algorithms	Theory of computation → Sketching and sampling	Theory of computation → Approximation algorithms analysis
10.4230/lipics.cpm.2020.9	string alignment	edit distance	longest common subsequence	(unit-)Monge matrices	(min	+)-product	Theory of computation → Pattern matching
10.4230/lipics.swat.2016.8	approximate set	Bloom filter	cuckoo filter	cuckoo hashing
10.4230/lipics.cpm.2020.19	WLCS	LCS	weighted sequences	approximation algorithms	lower bound	Theory of computation → Approximation algorithms analysis	Theory of computation → W hierarchy	Theory of computation → Problems, reductions and completeness
10.4230/lipics.swat.2020.31	Lattice	Partially-ordered set	Space-efficient data structure	Succinct data structure	Theory of computation	Mathematics of computing → Graph algorithms
10.4230/lipics.isaac.2017.30	Succinct Data Structures	Range Searching	Computational Geometry
10.4230/lipics.socg.2020.28	Range searching	geometric data structures	randomized incremental construction	random sampling	word RAM	Theory of computation → Computational geometry	Theory of computation → Data structures design and analysis
10.4230/lipics.socg.2020.59	Range searching	geometric data structures	word RAM	Theory of computation → Computational geometry	Theory of computation → Data structures design and analysis
10.4230/lipics.cpm.2018.11	Dynamic Algorithms	Periodicity	Longest Common Factor	Priority Queue Data Structures	Suffix Tree	Balanced Search Tree	Range Maximum Queries
10.4230/lipics.esa.2019.6	longest common substring	string algorithms	dynamic algorithms	Theory of computation → Pattern matching
10.4230/lipics.stacs.2019.42	Depth First Search	DFS	Semi-Streaming	Streaming	Algorithm	Theory of computation → Graph algorithms analysis	Theory of computation → Data structures design and analysis	Theory of computation → Streaming, sublinear and near linear time algorithms
10.4230/lipics.sea.2018.17	Matching statistics	maximal repeat	Burrows-Wheeler transform	wavelet tree	suffix tree topology
10.4230/lipics.cpm.2019.24	Data Structure	Algorithm	Aho-Corasick Tree	compression	RLE	Mathematics of computing → Discrete mathematics	Theory of computation → Randomness, geometry and discrete structures	Theory of computation → Data structures and algorithms for data management
10.4230/lipics.cpm.2019.12	Data Indexing and Compression	Burrows-Wheeler Transformation	Combinatorics on Words	Theory of computation → Data compression	Mathematics of computing → Combinatorial algorithms
10.4230/lipics.esa.2019.51	Burrows–Wheeler transform	string algorithms	suffix trees	NP-completeness	Theory of computation → Design and analysis of algorithms
10.4230/lipics.cpm.2020.3	double string	tandem repeat	2-dimensional	scale	Theory of computation → Design and analysis of algorithms	Theory of computation → Pattern matching
10.4230/lipics.esa.2018.2	pattern matching algorithms	repetitions	periodicity	two-dimensional
10.4230/lipics.isaac.2019.22	string algorithms	dictionary matching	internal pattern matching	Theory of computation → Pattern matching
10.4230/lipics.cpm.2017.6	suffix tree	suffix array	deterministic algorithm	word packing
10.4230/lipics.cpm.2020.24	data structures	string indexes	Theory of computation → Data structures design and analysis
10.4230/lipics.esa.2020.61	Edit Distance	Median String	Center String	SETH	Theory of computation → Design and analysis of algorithms
10.4230/lipics.esa.2020.77	quasiperiodicity	cover of a string	2-cover	lambda-cover	Theory of computation → Pattern matching
10.4230/lipics.itcs.2020.41	Kolmogorov-Randomness	Nonadaptive Reduction	BPP	Symmetric Alternation	Theory of computation → Complexity classes	Theory of computation → Problems, reductions and completeness
10.4230/lipics.icalp.2016.20	Hamming distance	communication complexity	data stream model
10.4230/lipics.approx/random.2020.46	Hamming distance	k-mismatch	sketches	rotation	cyclic shift	communication complexity	Theory of computation → Pattern matching	Theory of computation → Sketching and sampling
10.4230/oasics.sosa.2018.10	Pattern Matching	Hamming Distance	Approximation Algorithms
10.4230/lipics.cpm.2019.14	fine grained complexity	approximate pattern matching	matrix products	Theory of computation → Design and analysis of algorithms
10.4230/lipics.approx/random.2020.35	streaming algorithms	approximate pattern matching	Theory of computation → Streaming, sublinear and near linear time algorithms
10.4230/lipics.cpm.2019.15	Approximate Pattern Matching	l_p Distance	l_1 Distance	Hamming Distance	Approximation Algorithms	Theory of computation → Design and analysis of algorithms
10.4230/lipics.isaac.2020.4	Longest Common Increasing Subsequence	Four Russians	Theory of computation → Design and analysis of algorithms
10.4230/lipics.isaac.2020.6	algorithms	dynamic time warping distance	longest increasing subsequence	semi-local sequence comparison	Theory of computation → Pattern matching
10.4230/lipics.isaac.2020.23	Permutations	pattern avoidance	counting cycles	Theory of computation → Algorithm design techniques
10.4230/lipics.isaac.2020.27	informative labeling scheme	reachability	DAG	Theory of computation → Data structures design and analysis
10.4230/lipics.isaac.2020.29	range mode	space-efficient data structure	enumeration algorithm	Theory of computation → Data structures design and analysis
10.4230/lipics.isaac.2020.48	Data compression	data structures	persistent strings	Theory of computation → Data structures design and analysis
10.4230/lipics.fsttcs.2020.14	String indexing	pattern matching	consecutive occurrences	Theory of computation → Pattern matching	Theory of computation → Data structures design and analysis
10.4230/lipics.sea.2021.7	integer data structures	dynamic data structures	predecessor	universe reduction	y-fast trie	fusion tree	B-tree	Theory of computation → Predecessor queries
10.4230/lipics.sea.2021.12	String Processing	Pattern matching	Document listing	Document retrieval	Succinct data structures	Repetitive text collections	Information systems → Data compression
10.4230/lipics.cpm.2021.1	Maximal repetitions	Squares	Lyndon words	Mathematics of computing → Combinatorics on words
10.4230/lipics.cpm.2021.2	edit distance	streaming algorithms	approximation algorithms	sketching	Theory of computation → Pattern matching
10.4230/lipics.cpm.2021.3	pattern matching	elastic-degenerate string	matrix multiplication	Mathematics of computing
10.4230/lipics.cpm.2021.5	Pattern Matching	Hamming Distance	Suffix Tree	Suffix Array	Theory of computation → Pattern matching	Theory of computation → Sorting and searching
10.4230/lipics.cpm.2021.7	Burrows-Wheeler Transform	Lyndon words	Circular Suffix Array	Suffix Array Construction Algorithm	Theory of computation	Mathematics of computing → Combinatorics on words
10.4230/lipics.cpm.2021.10	String indexing	two patterns	consecutive occurrences	conditional lower bound	Theory of computation → Data structures design and analysis	Theory of computation → Pattern matching
10.4230/lipics.cpm.2021.11	Permutation	Algorithm	Mathematics of computing → Permutations and combinations
10.4230/lipics.cpm.2021.12	2D-string	cover	dynamic Klee’s measure problem	Theory of computation → Pattern matching
10.4230/lipics.cpm.2021.14	Parameterized complexity	Kernelization	Approximation Hardness	Longest Subsequence	Theory of computation → Fixed parameter tractability	Theory of computation → Approximation algorithms analysis	Theory of computation → Graph algorithms analysis
10.4230/lipics.cpm.2021.15	data structures	weighted trees	path queries	categorical queries	coloured queries	categorical path counting	categorical path range counting	Theory of computation → Data structures design and analysis
10.4230/lipics.cpm.2021.19	string algorithms	data sanitization	edit distance	dynamic programming	Theory of computation → Pattern matching
10.4230/lipics.cpm.2021.20	pattern matching	string matching	Burrows-Wheeler transform	labeled graphs	Mathematics of computing → Graph algorithms	Mathematics of computing → Combinatorics on words
10.4230/lipics.cpm.2021.21	Enumeration algorithm	Burrows-Wheeler transform	Maximal repeats	Minimal unique substrings	Minimal absent words	Theory of computation → Data compression
10.4230/lipics.cpm.2021.23	pattern matching	gapped palindromes	suffix tree	Theory of computation → Pattern matching
10.4230/lipics.cpm.2021.24	Itemsets	Data Sequences	Co-occurrence	Theory of computation → Streaming, sublinear and near linear time algorithms
10.4230/lipics.cpm.2021.25	Phylogenetic tree comparison	Robinson-Foulds Distance	Optimal tree completion	Algorithms	Dynamic programming	Applied computing → Molecular evolution	Mathematics of computing → Combinatorial optimization	Theory of computation → Dynamic programming	Mathematics of computing → Trees
10.4230/lipics.icalp.2021.7	SAT	edit distance	fine-grained complexity	conditional lower bound	sequence alignment	Theory of computation → Design and analysis of algorithms
10.4230/lipics.icalp.2021.12	tree edit distance	edit distance	dynamic programming	Theory of computation → Pattern matching
10.4230/lipics.icalp.2021.13	approximation algorithms	longest common subsequence	subquadratic	Theory of computation → Design and analysis of algorithms
10.4230/lipics.icalp.2021.39	approximation algorithm	longest common subsequence	string algorithm	Theory of computation → Approximation algorithms analysis
10.4230/lipics.icalp.2021.48	longest common subsequence	edit distance	planar graphs	Voronoi diagrams	Theory of computation → Pattern matching	Theory of computation → Shortest paths
10.4230/lipics.icalp.2021.54	Edit Distance	Longest Common Subsequence	Longest Increasing Subsequence	Space Efficient Algorithm	Approximation Algorithm	Theory of computation → Design and analysis of algorithms
10.4230/lipics.icalp.2021.71	Succinct data structures	Pattern Matching	Theory of computation → Pattern matching
10.4230/lipics.icalp.2021.79	data structure	heap	priority queue	amortized analysis	self-adjusting	Theory of computation → Data structures design and analysis
10.4230/lipics.icalp.2021.88	sorting	small integers	boolean circuits	Theory of computation → Sorting and searching
10.4230/lipics.wabi.2021.8	k-mer counting	data structures	compression	minimizers	compressed static function	Bloom filter	empirical entropy	Applied computing
10.4230/lipics.wabi.2021.13	data compression	compact data structures	FM-index	Burrows-Wheeler Transform	EBWT	XBWT	DNA reads	Theory of computation → Data compression
